run,cut
344,537.0729884076108
345,534.3052244181317
346,501.8781162305752
347,536.4410549713688
348,539.4026630329993
349,527.1595224266515
350,520.8620556603432
351,529.1747786398681
352,535.3867650902783
353,523.5731520293358
354,536.5933276689431
355,539.4026630329993
356,535.3867650902783
357,535.3867650902783
358,501.88150684762627
359,521.8729152937922
360,520.8620556603432
361,536.8440341564768
362,535.1085340350796
363,535.3867650902783
364,534.4113261446116
365,539.4026630329993
366,534.7816242874799
367,537.1415012704821
368,529.1747786398681
369,533.3024315940528
370,530.7011249890757
371,525.3908481992448
372,536.8440341564768
373,528.6267813339051
374,533.6201979529396
375,527.3972594913782
376,525.633176077444
377,528.9324507616691
378,525.085178771481
379,525.4145178562163
380,527.1595224266515
381,508.10820425769367
382,528.9324507616691
383,530.7011249890757
384,528.9324507616691
385,534.4113261446116
386,535.7073225734644
387,536.8440341564768
388,539.9826575337929
389,432.46351973467443
390,536.8440341564768
391,433.04351423546814
392,533.6201979529396
393,533.6201979529396
394,530.7011249890757
395,498.3399042852021
396,530.7011249890757
397,536.8440341564768
398,534.4113261446116
399,530.0785953905155
400,418.4753745578914
401,535.7073225734644
402,426.6810546546147
403,539.4026630329993
404,536.8440341564768
405,528.6267813339051
406,530.0785953905155
407,539.9826575337929
408,537.1415012704821
409,539.4026630329993
410,429.904890858152
411,536.0297688117804
412,535.7073225734644
413,535.8610604705751
414,534.4113261446116
415,530.8697235821874
416,528.9324507616691
417,528.9324507616691
418,530.8697235821874
419,530.7636218557076
420,533.599898708058
421,529.086488612992
422,530.7011249890757
423,529.086488612992
424,520.8620556603432
425,536.0297688117804
426,535.3867650902783
427,534.3052244181317
428,528.9324507616691
429,516.5544422823002
430,530.0785953905155
431,539.4026630329993
432,530.7011249890757
433,539.4026630329993
434,429.65418437061817
435,534.4113261446116
436,539.4026630329993
437,536.8440341564768
438,537.0729884076108
439,533.3024315940528
440,528.6267813339051
441,429.904890858152
442,535.3867650902783
443,539.9826575337929
444,508.10820425769367
445,529.6232910653748
446,530.7011249890757
447,534.7816242874799
448,536.4410549713688
449,519.7575941516649
450,528.9324507616691
451,528.9324507616691
452,535.3867650902783
453,517.3204530979191
454,536.8440341564768
455,533.0517251065189
456,528.9324507616691
457,517.3204530979191
458,535.7073225734644
459,533.599898708058
460,530.7011249890757
461,533.6201979529396
462,534.4113261446116
463,525.085178771481
464,536.4410549713688
465,530.7011249890757
466,539.4026630329993
467,421.6876380355802
468,524.9650500954965
469,533.6201979529396
470,536.8440341564768
471,539.4026630329993
472,529.1747786398681
473,533.6201979529396
474,533.6201979529396
475,534.7816242874799
476,534.3052244181317
477,532.4881662493564
478,535.8610604705751
479,526.0816885029507
480,535.3867650902783
481,536.8440341564768
482,535.8610604705751
483,526.0816885029507
484,530.8697235821874
485,536.8440341564768
486,534.7816242874799
487,521.4234475330724
488,539.4026630329993
489,530.8697235821874
490,539.9826575337929
491,536.5933276689431
492,533.3024315940528
493,525.4145178562163
494,536.0297688117804
495,533.3024315940528
496,533.6201979529396
497,517.3204530979191
498,529.1747786398681
499,429.65418437061817
500,534.7816242874799
501,525.4145178562163
502,527.3972594913782
503,534.7816242874799
504,534.4113261446116
505,525.085178771481
506,529.6232910653748
507,536.5933276689431
508,534.4113261446116
509,536.5933276689431
510,539.4026630329993
511,527.3972594913782
512,526.0816885029507
513,533.3024315940528
514,420.4581161930533
515,394.94236354930126
516,536.4410549713688
517,537.1415012704821
518,530.7636218557076
519,539.4026630329993
520,533.6201979529396
521,536.4410549713688
522,526.0816885029507
523,532.6280911754161
524,527.1595224266515
525,528.9324507616691
526,527.1595224266515
527,530.0785953905155
528,427.36608111980684
529,533.6201979529396
530,533.8074255239014
531,539.4026630329993
532,533.6201979529396
533,539.4026630329993
534,525.4145178562163
535,536.8440341564768
536,433.04351423546814
537,534.4113261446116
538,539.4026630329993
539,539.9826575337929
540,535.8610604705751
541,429.65418437061817
542,527.1595224266515
543,529.086488612992
544,539.9826575337929
545,530.0785953905155
546,536.8440341564768
547,533.0517251065189
548,539.9826575337929
549,535.3867650902783
550,537.1415012704821
551,535.7073225734644
552,533.6201979529396
553,536.8440341564768
554,517.3204530979191
555,533.0517251065189
556,527.1595224266515
557,539.4026630329993
558,539.9826575337929
559,484.13077421611945
560,536.8440341564768
561,536.8440341564768
562,432.46351973467443
563,536.8440341564768
564,535.7073225734644
565,534.3052244181317
566,530.8806793099359
567,535.8610604705751
568,533.3024315940528
569,536.4410549713688
570,534.4113261446116
571,534.3052244181317
572,539.4026630329993
573,535.8610604705751
574,428.44762179195357
575,534.4113261446116
576,528.9324507616691
577,525.4145178562163
578,535.3867650902783
579,539.9826575337929
580,539.4026630329993
581,532.4881662493564
